p,q,r,n,f,strict_hit
71,163,199,2303027,71,False
71,167,173,2051261,71,False
71,167,179,2122403,71,False
71,167,181,2146117,71,False
71,167,191,2264687,167,False
71,167,193,2288401,71,False
71,167,197,2335829,71,False
71,167,199,2359543,71,False
71,173,179,2198657,71,False
71,173,181,2223223,71,False
71,173,191,2346053,71,False
71,173,193,2370619,71,False
71,173,197,2419751,71,False
71,173,199,2444317,71,False
71,179,181,2300329,179,False
71,179,191,2427419,71,False
71,179,193,2452837,71,False
71,179,197,2503673,71,False
71,179,199,2529091,71,False
71,181,191,2454541,71,False
71,181,193,2480243,71,False
71,181,197,2531647,71,False
71,181,199,2557349,181,False
71,191,193,2617273,191,False
71,191,197,2671517,71,False
71,191,199,2698639,71,False
71,193,197,2699491,71,False
71,193,199,2726897,71,False
71,197,199,2783413,197,False
73,79,83,478661,73,False
73,79,89,513263,79,False
73,79,97,559399,73,False
73,79,101,582467,101,False
73,79,103,594001,73,False
73,79,107,617069,73,False
73,79,109,628603,73,False
73,79,113,651671,113,False
73,79,127,732409,73,False
73,79,131,755477,79,False
73,79,137,790079,73,False
73,79,139,801613,73,False
73,79,149,859283,73,False
73,79,151,870817,73,False
73,79,157,905419,79,False
73,79,163,940021,73,False
73,79,167,963089,73,False
73,79,173,997691,79,False
73,79,179,1032293,79,False
73,79,181,1043827,73,False
73,79,191,1101497,73,False
73,79,193,1113031,73,False
73,79,197,1136099,79,False
73,79,199,1147633,73,False
73,83,89,539251,73,False
73,83,97,587723,83,False
73,83,101,611959,73,False
73,83,103,624077,73,False
73,83,107,648313,73,False
73,83,109,660431,73,False
73,83,113,684667,73,False
73,83,127,769493,73,False
73,83,131,793729,6059,True
73,83,137,830083,73,False
73,83,139,842201,73,False
73,83,149,902791,83,False
73,83,151,914909,73,False
73,83,157,951263,73,False
73,83,163,987617,73,False
73,83,167,1011853,83,False
73,83,173,1048207,83,False
73,83,179,1084561,73,False
73,83,181,1096679,73,False
73,83,191,1157269,191,False
73,83,193,1169387,6059,True
73,83,197,1193623,73,False
73,83,199,1205741,6059,True
73,89,97,630209,73,False
73,89,101,656197,73,False
73,89,103,669191,73,False
73,89,107,695179,73,False
73,89,109,708173,89,False
73,89,113,734161,89,False
73,89,127,825119,89,False
73,89,131,851107,73,False
73,89,137,890089,73,False
73,89,139,903083,89,False
73,89,149,968053,73,False
73,89,151,981047,73,False
73,89,157,1020029,73,False
73,89,163,1059011,73,False
73,89,167,1084999,73,False
73,89,173,1123981,73,False
73,89,179,1162963,89,False
73,89,181,1175957,73,False
73,89,191,1240927,191,False
73,89,193,1253921,73,False
73,89,197,1279909,73,False
73,89,199,1292903,73,False
73,97,101,715181,7081,True
73,97,103,729343,73,False
73,97,107,757667,73,False
73,97,109,771829,97,False
73,97,113,800153,97,False
73,97,127,899287,73,False
73,97,131,927611,7081,True
73,97,137,970097,97,False
73,97,139,984259,73,False
73,97,149,1055069,73,False
73,97,151,1069231,73,False
73,97,157,1111717,73,False
73,97,163,1154203,73,False
73,97,167,1182527,73,False
73,97,173,1225013,73,False
73,97,179,1267499,73,False
73,97,181,1281661,97,False
73,97,191,1352471,191,False
73,97,193,1366633,97,False
73,97,197,1394957,73,False
73,97,199,1409119,73,False
73,101,103,759419,73,False
73,101,107,788911,73,False
73,101,109,803657,73,False
73,101,113,833149,73,False
73,101,127,936371,73,False
73,101,131,965863,73,False
73,101,137,1010101,101,False
73,101,139,1024847,101,False
73,101,149,1098577,73,False
73,101,151,1113323,101,False
73,101,157,1157561,73,False
73,101,163,1201799,73,False
73,101,167,1231291,73,False
73,101,173,1275529,101,False
73,101,179,1319767,73,False
73,101,181,1334513,73,False
73,101,191,1408243,73,False
73,101,193,1422989,73,False
73,101,197,1452481,73,False
73,101,199,1467227,73,False
73,103,107,804533,73,False
73,103,109,819571,73,False
73,103,113,849647,73,False
73,103,127,954913,103,False
73,103,131,984989,73,False
73,103,137,1030103,103,False
73,103,139,1045141,73,False
73,103,149,1120331,103,False
73,103,151,1135369,103,False
73,103,157,1180483,73,False
73,103,163,1225597,103,False
73,103,167,1255673,167,False
73,103,173,1300787,73,False
73,103,179,1345901,179,False
73,103,181,1360939,73,False
73,103,191,1436129,73,False
73,103,193,1451167,73,False
73,103,197,1481243,73,False
73,103,199,1496281,103,False
73,107,109,851399,73,False
73,107,113,882643,73,False
73,107,127,991997,73,False
73,107,131,1023241,73,False
73,107,137,1070107,137,False
73,107,139,1085729,73,False
73,107,149,1163839,73,False
73,107,151,1179461,107,False
73,107,157,1226327,7811,True
73,107,163,1273193,73,False
73,107,167,1304437,73,False
73,107,173,1351303,107,False
73,107,179,1398169,73,False
73,107,181,1413791,107,False
73,107,191,1491901,73,False
73,107,193,1507523,73,False
73,107,197,1538767,73,False
73,107,199,1554389,73,False
73,109,113,899141,73,False
73,109,127,1010539,109,False
73,109,131,1042367,73,False
73,109,137,1090109,73,False
73,109,139,1106023,109,False
73,109,149,1185593,73,False
73,109,151,1201507,73,False
73,109,157,1249249,73,False
73,109,163,1296991,109,False
73,109,167,1328819,109,False
73,109,173,1376561,73,False
73,109,179,1424303,73,False
73,109,181,1440217,109,False
73,109,191,1519787,73,False
73,109,193,1535701,109,False
73,109,197,1567529,73,False
73,109,199,1583443,73,False
73,113,127,1047623,113,False
73,113,131,1080619,73,False
73,113,137,1130113,73,False
73,113,139,1146611,73,False
73,113,149,1229101,73,False
73,113,151,1245599,73,False
73,113,157,1295093,73,False
73,113,163,1344587,73,False
73,113,167,1377583,73,False
73,113,173,1427077,73,False
73,113,179,1476571,8249,True
73,113,181,1493069,73,False
73,113,191,1575559,73,False
73,113,193,1592057,73,False
73,113,197,1625053,73,False
73,113,199,1641551,73,False
73,127,131,1214501,73,False
73,127,137,1270127,73,False
73,127,139,1288669,73,False
73,127,149,1381379,73,False
73,127,151,1399921,73,False
73,127,157,1455547,73,False
73,127,163,1511173,73,False
73,127,167,1548257,73,False
73,127,173,1603883,73,False
73,127,179,1659509,73,False
73,127,181,1678051,73,False
73,127,191,1770761,73,False
73,127,193,1789303,73,False
73,127,197,1826387,197,False
73,127,199,1844929,73,False
73,131,137,1310131,73,False
73,131,139,1329257,73,False
73,131,149,1424887,131,False
73,131,151,1444013,73,False
73,131,157,1501391,73,False
73,131,163,1558769,73,False
73,131,167,1597021,73,False
73,131,173,1654399,73,False
73,131,179,1711777,73,False
73,131,181,1730903,73,False
73,131,191,1826533,73,False
73,131,193,1845659,73,False
73,131,197,1883911,73,False
73,131,199,1903037,73,False
73,137,139,1390139,73,False
73,137,149,1490149,73,False
73,137,151,1510151,73,False
73,137,157,1570157,73,False
73,137,163,1630163,73,False
73,137,167,1670167,73,False
73,137,173,1730173,73,False
73,137,179,1790179,73,False
73,137,181,1810181,73,False
73,137,191,1910191,73,False
73,137,193,1930193,73,False
73,137,197,1970197,73,False
73,137,199,1990199,137,False
73,139,149,1511903,73,False
73,139,151,1532197,73,False
73,139,157,1593079,73,False
73,139,163,1653961,73,False
73,139,167,1694549,73,False
73,139,173,1755431,73,False
73,139,179,1816313,139,False
73,139,181,1836607,139,False
73,139,191,1938077,73,False
73,139,193,1958371,73,False
73,139,197,1998959,73,False
73,139,199,2019253,73,False
73,149,151,1642427,151,False
73,149,157,1707689,73,False
73,149,163,1772951,73,False
73,149,167,1816459,73,False
73,149,173,1881721,73,False
73,149,179,1946983,73,False
73,149,181,1968737,73,False
73,149,191,2077507,73,False
73,149,193,2099261,73,False
73,149,197,2142769,73,False
73,149,199,2164523,73,False
73,151,157,1730611,73,False
73,151,163,1796749,73,False
73,151,167,1840841,167,False
73,151,173,1906979,73,False
73,151,179,1973117,73,False
73,151,181,1995163,73,False
73,151,191,2105393,73,False
73,151,193,2127439,73,False
73,151,197,2171531,73,False
73,151,199,2193577,73,False
73,157,163,1868143,73,False
73,157,167,1913987,73,False
73,157,173,1982753,73,False
73,157,179,2051519,73,False
73,157,181,2074441,73,False
73,157,191,2189051,191,False
73,157,193,2211973,73,False
73,157,197,2257817,73,False
73,157,199,2280739,73,False
73,163,167,1987133,73,False
73,163,173,2058527,73,False
73,163,179,2129921,73,False
73,163,181,2153719,163,False
73,163,191,2272709,73,False
73,163,193,2296507,73,False
73,163,197,2344103,73,False
73,163,199,2367901,73,False
73,167,173,2109043,73,False
73,167,179,2182189,73,False
73,167,181,2206571,73,False
73,167,191,2328481,73,False
73,167,193,2352863,73,False
73,167,197,2401627,73,False
73,167,199,2426009,73,False
73,173,179,2260591,73,False
73,173,181,2285849,73,False
73,173,191,2412139,73,False
73,173,193,2437397,73,False
73,173,197,2487913,73,False
73,173,199,2513171,73,False
73,179,181,2365127,179,False
73,179,191,2495797,73,False
73,179,193,2521931,73,False
73,179,197,2574199,73,False
73,179,199,2600333,73,False
73,181,191,2523683,191,False
73,181,193,2550109,73,False
73,181,197,2602961,73,False
73,181,199,2629387,73,False
73,191,193,2690999,191,False
73,191,197,2746771,73,False
73,191,199,2774657,73,False
73,193,197,2775533,73,False
73,193,199,2803711,73,False
73,197,199,2861819,199,False
79,83,89,583573,83,False
79,83,97,636029,79,False
79,83,101,662257,79,False
79,83,103,675371,83,False
79,83,107,701599,79,False
79,83,109,714713,79,False
79,83,113,740941,79,False
79,83,127,832739,79,False
79,83,131,858967,83,False
79,83,137,898309,79,False
79,83,139,911423,79,False
79,83,149,976993,149,False
79,83,151,990107,79,False
79,83,157,1029449,79,False
79,83,163,1068791,79,False
79,83,167,1095019,167,False
79,83,173,1134361,79,False
79,83,179,1173703,79,False
79,83,181,1186817,83,False
79,83,191,1252387,79,False
79,83,193,1265501,79,False
79,83,197,1291729,79,False
79,83,199,1304843,79,False
79,89,97,682007,79,False
79,89,101,710131,89,False
79,89,103,724193,7031,True
79,89,107,752317,79,False
79,89,109,766379,79,False
79,89,113,794503,79,False
79,89,127,892937,79,False
79,89,131,921061,79,False
79,89,137,963247,79,False
79,89,139,977309,79,False
79,89,149,1047619,79,False
79,89,151,1061681,79,False
79,89,157,1103867,79,False
79,89,163,1146053,79,False
79,89,167,1174177,167,False
79,89,173,1216363,79,False
79,89,179,1258549,89,False
79,89,181,1272611,79,False
79,89,191,1342921,79,False
79,89,193,1356983,79,False
79,89,197,1385107,79,False
79,89,199,1399169,79,False
79,97,101,773963,79,False
79,97,103,789289,79,False
79,97,107,819941,79,False
79,97,109,835267,79,False
79,97,113,865919,97,False
79,97,127,973201,79,False
79,97,131,1003853,79,False
79,97,137,1049831,79,False
79,97,139,1065157,139,False
79,97,149,1141787,79,False
79,97,151,1157113,79,False
79,97,157,1203091,79,False
79,97,163,1249069,163,False
79,97,167,1279721,97,False
79,97,173,1325699,79,False
79,97,179,1371677,79,False
79,97,181,1387003,79,False
79,97,191,1463633,97,False
79,97,193,1478959,97,False
79,97,197,1509611,79,False
79,97,199,1524937,79,False
79,101,103,821837,79,False
79,101,107,853753,79,False
79,101,109,869711,79,False
79,101,113,901627,79,False
79,101,127,1013333,79,False
79,101,131,1045249,79,False
79,101,137,1093123,79,False
79,101,139,1109081,79,False
79,101,149,1188871,79,False
79,101,151,1204829,101,False
79,101,157,1252703,79,False
79,101,163,1300577,79,False
79,101,167,1332493,79,False
79,101,173,1380367,101,False
79,101,179,1428241,101,False
79,101,181,1444199,79,False
79,101,191,1523989,79,False
79,101,193,1539947,79,False
79,101,197,1571863,79,False
79,101,199,1587821,79,False
79,103,107,870659,79,False
79,103,109,886933,79,False
79,103,113,919481,113,False
79,103,127,1033399,79,False
79,103,131,1065947,79,False
79,103,137,1114769,103,False
79,103,139,1131043,103,False
79,103,149,1212413,79,False
79,103,151,1228687,79,False
79,103,157,1277509,79,False
79,103,163,1326331,103,False
79,103,167,1358879,79,False
79,103,173,1407701,103,False
79,103,179,1456523,79,False
79,103,181,1472797,79,False
79,103,191,1554167,79,False
79,103,193,1570441,103,False
79,103,197,1602989,103,False
79,103,199,1619263,79,False
79,107,109,921377,79,False
79,107,113,955189,79,False
79,107,127,1073531,79,False
79,107,131,1107343,79,False
79,107,137,1158061,79,False
79,107,139,1174967,79,False
79,107,149,1259497,107,False
79,107,151,1276403,79,False
79,107,157,1327121,79,False
79,107,163,1377839,79,False
79,107,167,1411651,79,False
79,107,173,1462369,79,False
79,107,179,1513087,79,False
79,107,181,1529993,79,False
79,107,191,1614523,107,False
79,107,193,1631429,79,False
79,107,197,1665241,79,False
79,107,199,1682147,79,False
79,109,113,973043,79,False
79,109,127,1093597,109,False
79,109,131,1128041,79,False
79,109,137,1179707,79,False
79,109,139,1196929,79,False
79,109,149,1283039,79,False
79,109,151,1300261,109,False
79,109,157,1351927,79,False
79,109,163,1403593,109,False
79,109,167,1438037,109,False
79,109,173,1489703,79,False
79,109,179,1541369,79,False
79,109,181,1558591,109,False
79,109,191,1644701,109,False
79,109,193,1661923,79,False
79,109,197,1696367,79,False
79,109,199,1713589,79,False
79,113,127,1133729,79,False
79,113,131,1169437,79,False
79,113,137,1222999,79,False
79,113,139,1240853,79,False
79,113,149,1330123,79,False
79,113,151,1347977,113,False
79,113,157,1401539,79,False
79,113,163,1455101,113,False
79,113,167,1490809,167,False
79,113,173,1544371,79,False
79,113,179,1597933,79,False
79,113,181,1615787,79,False
79,113,191,1705057,79,False
79,113,193,1722911,79,False
79,113,197,1758619,79,False
79,113,199,1776473,79,False
79,127,131,1314323,79,False
79,127,137,1374521,79,False
79,127,139,1394587,79,False
79,127,149,1494917,79,False
79,127,151,1514983,79,False
79,127,157,1575181,79,False
79,127,163,1635379,79,False
79,127,167,1675511,79,False
79,127,173,1735709,79,False
79,127,179,1795907,179,False
79,127,181,1815973,79,False
79,127,191,1916303,79,False
79,127,193,1936369,79,False
79,127,197,1976501,79,False
79,127,199,1996567,79,False
79,131,137,1417813,79,False
79,131,139,1438511,79,False
79,131,149,1542001,79,False
79,131,151,1562699,79,False
79,131,157,1624793,79,False
79,131,163,1686887,79,False
79,131,167,1728283,79,False
79,131,173,1790377,79,False
79,131,179,1852471,79,False
79,131,181,1873169,79,False
79,131,191,1976659,79,False
79,131,193,1997357,79,False
79,131,197,2038753,79,False
79,131,199,2059451,10349,True
79,137,139,1504397,79,False
79,137,149,1612627,79,False
79,137,151,1634273,79,False
79,137,157,1699211,79,False
79,137,163,1764149,79,False
79,137,167,1807441,79,False
79,137,173,1872379,79,False
79,137,179,1937317,79,False
79,137,181,1958963,79,False
79,137,191,2067193,79,False
79,137,193,2088839,137,False
79,137,197,2132131,79,False
79,137,199,2153777,79,False
79,139,149,1636169,79,False
79,139,151,1658131,79,False
79,139,157,1724017,79,False
79,139,163,1789903,79,False
79,139,167,1833827,79,False
79,139,173,1899713,79,False
79,139,179,1965599,79,False
79,139,181,1987561,79,False
79,139,191,2097371,79,False
79,139,193,2119333,79,False
79,139,197,2163257,79,False
79,139,199,2185219,139,False
79,149,151,1777421,79,False
79,149,157,1848047,79,False
79,149,163,1918673,79,False
79,149,167,1965757,79,False
79,149,173,2036383,79,False
79,149,179,2107009,79,False
79,149,181,2130551,149,False
79,149,191,2248261,79,False
79,149,193,2271803,79,False
79,149,197,2318887,79,False
79,149,199,2342429,149,False
79,151,157,1872853,79,False
79,151,163,1944427,79,False
79,151,167,1992143,79,False
79,151,173,2063717,79,False
79,151,179,2135291,79,False
79,151,181,2159149,79,False
79,151,191,2278439,79,False
79,151,193,2302297,79,False
79,151,197,2350013,79,False
79,151,199,2373871,79,False
79,157,163,2021689,12403,True
79,157,167,2071301,79,False
79,157,173,2145719,79,False
79,157,179,2220137,157,False
79,157,181,2244943,79,False
79,157,191,2368973,79,False
79,157,193,2393779,79,False
79,157,197,2443391,79,False
79,157,199,2468197,79,False
79,163,167,2150459,79,False
79,163,173,2227721,79,False
79,163,179,2304983,79,False
79,163,181,2330737,79,False
79,163,191,2459507,79,False
79,163,193,2485261,79,False
79,163,197,2536769,79,False
79,163,199,2562523,79,False
79,167,173,2282389,79,False
79,167,179,2361547,79,False
79,167,181,2387933,79,False
79,167,191,2519863,167,False
79,167,193,2546249,79,False
79,167,197,2599021,79,False
79,167,199,2625407,79,False
79,173,179,2446393,79,False
79,173,181,2473727,79,False
79,173,191,2610397,79,False
79,173,193,2637731,79,False
79,173,197,2692399,79,False
79,173,199,2719733,79,False
79,179,181,2559521,179,False
79,179,191,2700931,179,False
79,179,193,2729213,79,False
79,179,197,2785777,79,False
79,179,199,2814059,179,False
79,181,191,2731109,79,False
79,181,193,2759707,79,False
79,181,197,2816903,79,False
79,181,199,2845501,79,False
79,191,193,2912177,191,False
79,191,197,2972533,79,False
79,191,199,3002711,79,False
79,193,197,3003659,79,False
79,193,199,3034153,79,False
79,197,199,3097037,197,False
83,89,97,716539,89,False
83,89,101,746087,89,False
83,89,103,760861,89,False
83,89,107,790409,107,False
83,89,109,805183,83,False
83,89,113,834731,83,False
83,89,127,938149,83,False
83,89,131,967697,83,False
83,89,137,1012019,83,False
83,89,139,1026793,83,False
83,89,149,1100663,83,False
83,89,151,1115437,83,False
83,89,157,1159759,7387,True
83,89,163,1204081,7387,True
83,89,167,1233629,83,False
83,89,173,1277951,83,False
83,89,179,1322273,89,False
83,89,181,1337047,83,False
83,89,191,1410917,89,False
83,89,193,1425691,89,False
83,89,197,1455239,83,False
83,89,199,1470013,89,False
83,97,101,813151,83,False
83,97,103,829253,83,False
83,97,107,861457,83,False
83,97,109,877559,83,False
83,97,113,909763,83,False
83,97,127,1022477,83,False
83,97,131,1054681,83,False
83,97,137,1102987,83,False
83,97,139,1119089,83,False
83,97,149,1199599,149,False
83,97,151,1215701,83,False
83,97,157,1264007,83,False
83,97,163,1312313,83,False
83,97,167,1344517,83,False
83,97,173,1392823,97,False
83,97,179,1441129,83,False
83,97,181,1457231,83,False
83,97,191,1537741,97,False
83,97,193,1553843,97,False
83,97,197,1586047,83,False
83,97,199,1602149,83,False
83,101,103,863449,83,False
83,101,107,896981,83,False
83,101,109,913747,83,False
83,101,113,947279,83,False
83,101,127,1064641,8383,True
83,101,131,1098173,83,False
83,101,137,1148471,83,False
83,101,139,1165237,83,False
83,101,149,1249067,83,False
83,101,151,1265833,101,False
83,101,157,1316131,101,False
83,101,163,1366429,83,False
83,101,167,1399961,83,False
83,101,173,1450259,83,False
83,101,179,1500557,83,False
83,101,181,1517323,83,False
83,101,191,1601153,83,False
83,101,193,1617919,83,False
83,101,197,1651451,83,False
83,101,199,1668217,83,False
83,103,107,914743,83,False
83,103,109,931841,83,False
83,103,113,966037,83,False
83,103,127,1085723,83,False
83,103,131,1119919,103,False
83,103,137,1171213,83,False
83,103,139,1188311,103,False
83,103,149,1273801,83,False
83,103,151,1290899,83,False
83,103,157,1342193,83,False
83,103,163,1393487,83,False
83,103,167,1427683,83,False
83,103,173,1478977,83,False
83,103,179,1530271,83,False
83,103,181,1547369,83,False
83,103,191,1632859,83,False
83,103,193,1649957,83,False
83,103,197,1684153,83,False
83,103,199,1701251,83,False
83,107,109,968029,83,False
83,107,113,1003553,83,False
83,107,127,1127887,83,False
83,107,131,1163411,83,False
83,107,137,1216697,83,False
83,107,139,1234459,107,False
83,107,149,1323269,83,False
83,107,151,1341031,83,False
83,107,157,1394317,83,False
83,107,163,1447603,83,False
83,107,167,1483127,83,False
83,107,173,1536413,83,False
83,107,179,1589699,83,False
83,107,181,1607461,107,False
83,107,191,1696271,83,False
83,107,193,1714033,107,False
83,107,197,1749557,83,False
83,107,199,1767319,83,False
83,109,113,1022311,83,False
83,109,127,1148969,83,False
83,109,131,1185157,9047,True
83,109,137,1239439,83,False
83,109,139,1257533,83,False
83,109,149,1348003,83,False
83,109,151,1366097,83,False
83,109,157,1420379,83,False
83,109,163,1474661,109,False
83,109,167,1510849,167,False
83,109,173,1565131,83,False
83,109,179,1619413,83,False
83,109,181,1637507,83,False
83,109,191,1727977,83,False
83,109,193,1746071,83,False
83,109,197,1782259,109,False
83,109,199,1800353,83,False
83,113,127,1191133,83,False
83,113,131,1228649,83,False
83,113,137,1284923,83,False
83,113,139,1303681,83,False
83,113,149,1397471,83,False
83,113,151,1416229,113,False
83,113,157,1472503,113,False
83,113,163,1528777,83,False
83,113,167,1566293,83,False
83,113,173,1622567,113,False
83,113,179,1678841,83,False
83,113,181,1697599,83,False
83,113,191,1791389,83,False
83,113,193,1810147,83,False
83,113,197,1847663,83,False
83,113,199,1866421,113,False
83,127,131,1380871,83,False
83,127,137,1444117,83,False
83,127,139,1465199,83,False
83,127,149,1570609,83,False
83,127,151,1591691,83,False
83,127,157,1654937,83,False
83,127,163,1718183,83,False
83,127,167,1760347,83,False
83,127,173,1823593,83,False
83,127,179,1886839,83,False
83,127,181,1907921,83,False
83,127,191,2013331,127,False
83,127,193,2034413,83,False
83,127,197,2076577,127,False
83,127,199,2097659,127,False
83,131,137,1489601,83,False
83,131,139,1511347,83,False
83,131,149,1620077,83,False
83,131,151,1641823,151,False
83,131,157,1707061,83,False
83,131,163,1772299,83,False
83,131,167,1815791,83,False
83,131,173,1881029,83,False
83,131,179,1946267,83,False
83,131,181,1968013,83,False
83,131,191,2076743,131,False
83,131,193,2098489,83,False
83,131,197,2141981,131,False
83,131,199,2163727,83,False
83,137,139,1580569,83,False
83,137,149,1694279,83,False
83,137,151,1717021,83,False
83,137,157,1785247,83,False
83,137,163,1853473,83,False
83,137,167,1898957,167,False
83,137,173,1967183,83,False
83,137,179,2035409,83,False
83,137,181,2058151,83,False
83,137,191,2171861,83,False
83,137,193,2194603,83,False
83,137,197,2240087,83,False
83,137,199,2262829,83,False
83,139,149,1719013,83,False
83,139,151,1742087,83,False
83,139,157,1811309,83,False
83,139,163,1880531,83,False
83,139,167,1926679,167,False
83,139,173,1995901,83,False
83,139,179,2065123,83,False
83,139,181,2088197,83,False
83,139,191,2203567,139,False
83,139,193,2226641,83,False
83,139,197,2272789,83,False
83,139,199,2295863,83,False
83,149,151,1867417,83,False
83,149,157,1941619,83,False
83,149,163,2015821,83,False
83,149,167,2065289,167,False
83,149,173,2139491,83,False
83,149,179,2213693,149,False
83,149,181,2238427,83,False
83,149,191,2362097,83,False
83,149,193,2386831,83,False
83,149,197,2436299,83,False
83,149,199,2461033,199,False
83,151,157,1967681,83,False
83,151,163,2042879,83,False
83,151,167,2093011,83,False
83,151,173,2168209,83,False
83,151,179,2243407,151,False
83,151,181,2268473,83,False
83,151,191,2393803,83,False
83,151,193,2418869,83,False
83,151,197,2469001,83,False
83,151,199,2494067,83,False
83,157,163,2124053,83,False
83,157,167,2176177,83,False
83,157,173,2254363,83,False
83,157,179,2332549,83,False
83,157,181,2358611,83,False
83,157,191,2488921,83,False
83,157,193,2514983,83,False
83,157,197,2567107,83,False
83,157,199,2593169,83,False
83,163,167,2259343,167,False
83,163,173,2340517,83,False
83,163,179,2421691,83,False
83,163,181,2448749,83,False
83,163,191,2584039,83,False
83,163,193,2611097,83,False
83,163,197,2665213,83,False
83,163,199,2692271,83,False
83,167,173,2397953,83,False
83,167,179,2481119,83,False
83,167,181,2508841,83,False
83,167,191,2647451,83,False
83,167,193,2675173,83,False
83,167,197,2730617,83,False
83,167,199,2758339,83,False
83,173,179,2570261,83,False
83,173,181,2598979,83,False
83,173,191,2742569,83,False
83,173,193,2771287,83,False
83,173,197,2828723,83,False
83,173,199,2857441,83,False
83,179,181,2689117,179,False
83,179,191,2837687,83,False
83,179,193,2867401,83,False
83,179,197,2926829,83,False
83,179,199,2956543,83,False
83,181,191,2869393,83,False
83,181,193,2899439,83,False
83,181,197,2959531,83,False
83,181,199,2989577,83,False
83,191,193,3059629,191,False
83,191,197,3123041,83,False
83,191,199,3154747,83,False
83,193,197,3155743,83,False
83,193,199,3187781,83,False
83,197,199,3253849,197,False
89,97,101,871933,89,False
89,97,103,889199,89,False
89,97,107,923731,97,False
89,97,109,940997,97,False
89,97,113,975529,97,False
89,97,127,1096391,89,False
89,97,131,1130923,89,False
89,97,137,1182721,137,False
89,97,139,1199987,89,False
89,97,149,1286317,89,False
89,97,151,1303583,89,False
89,97,157,1355381,89,False
89,97,163,1407179,89,False
89,97,167,1441711,89,False
89,97,173,1493509,89,False
89,97,179,1545307,179,False
89,97,181,1562573,97,False
89,97,191,1648903,191,False
89,97,193,1666169,97,False
89,97,197,1700701,89,False
89,97,199,1717967,89,False
89,101,103,925867,89,False
89,101,107,961823,107,False
89,101,109,979801,89,False
89,101,113,1015757,89,False
89,101,127,1141603,89,False
89,101,131,1177559,89,False
89,101,137,1231493,89,False
89,101,139,1249471,89,False
89,101,149,1339361,89,False
89,101,151,1357339,101,False
89,101,157,1411273,89,False
89,101,163,1465207,89,False
89,101,167,1501163,89,False
89,101,173,1555097,89,False
89,101,179,1609031,89,False
89,101,181,1627009,89,False
89,101,191,1716899,101,False
89,101,193,1734877,89,False
89,101,197,1770833,89,False
89,101,199,1788811,89,False
89,103,107,980869,89,False
89,103,109,999203,89,False
89,103,113,1035871,89,False
89,103,127,1164209,89,False
89,103,131,1200877,89,False
89,103,137,1255879,89,False
89,103,139,1274213,89,False
89,103,149,1365883,89,False
89,103,151,1384217,89,False
89,103,157,1439219,89,False
89,103,163,1494221,89,False
89,103,167,1530889,89,False
89,103,173,1585891,89,False
89,103,179,1640893,89,False
89,103,181,1659227,89,False
89,103,191,1750897,103,False
89,103,193,1769231,89,False
89,103,197,1805899,89,False
89,103,199,1824233,89,False
89,107,109,1038007,89,False
89,107,113,1076099,89,False
89,107,127,1209421,89,False
89,107,131,1247513,107,False
89,107,137,1304651,89,False
89,107,139,1323697,89,False
89,107,149,1418927,89,False
89,107,151,1437973,9523,True
89,107,157,1495111,89,False
89,107,163,1552249,89,False
89,107,167,1590341,167,False
89,107,173,1647479,89,False
89,107,179,1704617,89,False
89,107,181,1723663,89,False
89,107,191,1818893,89,False
89,107,193,1837939,89,False
89,107,197,1876031,89,False
89,107,199,1895077,89,False
89,109,113,1096213,89,False
89,109,127,1232027,89,False
89,109,131,1270831,109,False
89,109,137,1329037,89,False
89,109,139,1348439,89,False
89,109,149,1445449,149,False
89,109,151,1464851,89,False
89,109,157,1523057,109,False
89,109,163,1581263,109,False
89,109,167,1620067,167,False
89,109,173,1678273,109,False
89,109,179,1736479,179,False
89,109,181,1755881,89,False
89,109,191,1852891,89,False
89,109,193,1872293,89,False
89,109,197,1911097,89,False
89,109,199,1930499,89,False
89,113,127,1277239,113,False
89,113,131,1317467,89,False
89,113,137,1377809,89,False
89,113,139,1397923,89,False
89,113,149,1498493,149,False
89,113,151,1518607,89,False
89,113,157,1578949,157,False
89,113,163,1639291,89,False
89,113,167,1679519,89,False
89,113,173,1739861,113,False
89,113,179,1800203,89,False
89,113,181,1820317,89,False
89,113,191,1920887,89,False
89,113,193,1941001,113,False
89,113,197,1981229,197,False
89,113,199,2001343,89,False
89,127,131,1480693,89,False
89,127,137,1548511,127,False
89,127,139,1571117,89,False
89,127,149,1684147,89,False
89,127,151,1706753,89,False
89,127,157,1774571,89,False
89,127,163,1842389,89,False
89,127,167,1887601,89,False
89,127,173,1955419,89,False
89,127,179,2023237,89,False
89,127,181,2045843,89,False
89,127,191,2158873,127,False
89,127,193,2181479,89,False
89,127,197,2226691,127,False
89,127,199,2249297,89,False
89,131,137,1597283,89,False
89,131,139,1620601,89,False
89,131,149,1737191,89,False
89,131,151,1760509,89,False
89,131,157,1830463,89,False
89,131,163,1900417,89,False
89,131,167,1947053,89,False
89,131,173,2017007,89,False
89,131,179,2086961,89,False
89,131,181,2110279,89,False
89,131,191,2226869,89,False
89,131,193,2250187,131,False
89,131,197,2296823,131,False
89,131,199,2320141,89,False
89,137,139,1694827,89,False
89,137,149,1816757,89,False
89,137,151,1841143,89,False
89,137,157,1914301,89,False
89,137,163,1987459,89,False
89,137,167,2036231,167,False
89,137,173,2109389,89,False
89,137,179,2182547,89,False
89,137,181,2206933,89,False
