x	y	r	h	numerator	denominator
1	2	12	8	-3102235	128
1	2	12	10	1316495	128
1	2	12	12	-3669305	512
1	2	12	14	96015	512
1	2	13	3	-135	512
1	2	13	5	400035	512
1	2	13	7	-12947725	256
1	2	13	9	7659105	128
1	2	13	11	-6260175	512
1	2	13	13	960355	512
1	2	13	15	20805	256
1	2	14	4	405	128
1	2	14	6	-1244575	512
1	2	14	8	19505795	256
1	2	14	10	-11160065	128
1	2	14	12	3678525	256
1	2	14	14	-276975	512
1	2	15	5	-4455	256
1	2	15	7	2615325	512
1	2	15	9	-21762055	256
1	2	15	11	10661645	128
1	2	15	13	-1412905	128
1	2	15	15	128405	512
1	2	16	6	7425	128
1	2	16	8	-1956285	256
1	2	16	10	18156995	256
1	2	16	12	-13612565	256
1	2	16	14	1199205	256
1	2	17	7	-66825	512
1	2	17	9	2137695	256
1	2	17	11	-22522055	512
1	2	17	13	5647495	256
1	2	17	15	-428575	512
1	2	18	8	13365	64
1	2	18	10	-1720335	256
1	2	18	12	10131975	512
1	2	18	14	-1388055	256
1	2	19	9	-31185	128
1	2	19	11	1012725	256
1	2	19	13	-3136855	512
1	2	19	15	154305	256
1	2	20	10	13365	64
1	2	20	12	-851325	512
1	2	20	14	599235	512
1	2	21	11	-66825	512
1	2	21	13	242735	512
1	2	21	15	-13325	128
1	2	22	12	7425	128
1	2	22	14	-42195	512
1	2	23	13	-4455	256
1	2	23	15	3385	512
1	2	24	14	405	128
1	2	25	15	-135	512
1	3	2	4	225	128
1	3	3	5	85	128
1	3	4	4	3195	64
1	3	4	6	195	16
1	3	5	5	-7095	32
1	3	5	7	-10745	64
1	3	6	4	10205	64
1	3	6	6	65255	64
1	3	6	8	59095	64
1	3	7	5	-20335	64
1	3	7	7	-4885	2
1	3	7	9	-155485	64
1	3	8	4	19445	32
1	3	8	6	1575	1
1	3	8	8	171775	32
1	3	8	10	99475	32
1	3	9	5	-9195	2
1	3	9	7	-254725	32
1	3	9	9	-52575	4
1	3	9	11	-6125	16
1	3	10	4	5165	128
1	3	10	6	552235	32
1	3	10	8	520715	32
1	3	10	10	732635	32
1	3	10	12	-464935	128
