ordinal	i	j	u	v	status	clauses	discriminating_clauses	core_sha256	proof_sha256	seconds	detail
625	0	9	0	2	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.202167	residual subset and fresh DRAT VERIFIED
626	0	9	0	3	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.213575	residual subset and fresh DRAT VERIFIED
627	0	9	0	4	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.201385	residual subset and fresh DRAT VERIFIED
628	0	9	0	5	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.198269	residual subset and fresh DRAT VERIFIED
629	0	9	0	6	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.212378	residual subset and fresh DRAT VERIFIED
636	0	9	1	2	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.196040	residual subset and fresh DRAT VERIFIED
637	0	9	1	3	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.205243	residual subset and fresh DRAT VERIFIED
638	0	9	1	4	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.195319	residual subset and fresh DRAT VERIFIED
639	0	9	1	5	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.210988	residual subset and fresh DRAT VERIFIED
640	0	9	1	6	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.206866	residual subset and fresh DRAT VERIFIED
647	0	9	2	3	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.235166	residual subset and fresh DRAT VERIFIED
648	0	9	2	4	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.206693	residual subset and fresh DRAT VERIFIED
649	0	9	2	5	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.210217	residual subset and fresh DRAT VERIFIED
650	0	9	2	6	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.226305	residual subset and fresh DRAT VERIFIED
657	0	9	3	4	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.205220	residual subset and fresh DRAT VERIFIED
658	0	9	3	5	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.207926	residual subset and fresh DRAT VERIFIED
659	0	9	3	6	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.220941	residual subset and fresh DRAT VERIFIED
666	0	9	4	5	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.226521	residual subset and fresh DRAT VERIFIED
667	0	9	4	6	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.210943	residual subset and fresh DRAT VERIFIED
674	0	9	5	6	CERTIFIED	22	0	50e1c2ef0d0488150456b3835a922078edba2cccc03e9858bb4a320e5c83ba05	690d656d472fd4b23214612e91d6e69ed89e7e23531bf4b82611fe44138bb318	0.221472	residual subset and fresh DRAT VERIFIED
702	0	10	0	1	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.205304	residual subset and fresh DRAT VERIFIED
703	0	10	0	2	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.207459	residual subset and fresh DRAT VERIFIED
704	0	10	0	3	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.203372	residual subset and fresh DRAT VERIFIED
705	0	10	0	4	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.196809	residual subset and fresh DRAT VERIFIED
706	0	10	0	5	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.230549	residual subset and fresh DRAT VERIFIED
707	0	10	0	6	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.203580	residual subset and fresh DRAT VERIFIED
714	0	10	1	2	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.206762	residual subset and fresh DRAT VERIFIED
715	0	10	1	3	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.217523	residual subset and fresh DRAT VERIFIED
716	0	10	1	4	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.195066	residual subset and fresh DRAT VERIFIED
717	0	10	1	5	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.201653	residual subset and fresh DRAT VERIFIED
718	0	10	1	6	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.224265	residual subset and fresh DRAT VERIFIED
725	0	10	2	3	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.217352	residual subset and fresh DRAT VERIFIED
726	0	10	2	4	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.224776	residual subset and fresh DRAT VERIFIED
727	0	10	2	5	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.203161	residual subset and fresh DRAT VERIFIED
728	0	10	2	6	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.215889	residual subset and fresh DRAT VERIFIED
735	0	10	3	4	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.241952	residual subset and fresh DRAT VERIFIED
736	0	10	3	5	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.187560	residual subset and fresh DRAT VERIFIED
737	0	10	3	6	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.215773	residual subset and fresh DRAT VERIFIED
744	0	10	4	5	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.220948	residual subset and fresh DRAT VERIFIED
745	0	10	4	6	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.218283	residual subset and fresh DRAT VERIFIED
752	0	10	5	6	CERTIFIED	15	0	dd32f789bcb5b44e52e3bd227885f043a57959824116a94e7f888b51c9bcd520	315260fa9934c4a644919010e29c057142f8f01e06dfbb6676ee9ebdba6d0911	0.226541	residual subset and fresh DRAT VERIFIED
780	0	11	0	1	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.191511	residual subset and fresh DRAT VERIFIED
781	0	11	0	2	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.205193	residual subset and fresh DRAT VERIFIED
782	0	11	0	3	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.209622	residual subset and fresh DRAT VERIFIED
783	0	11	0	4	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.193669	residual subset and fresh DRAT VERIFIED
784	0	11	0	5	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.219503	residual subset and fresh DRAT VERIFIED
785	0	11	0	6	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.205945	residual subset and fresh DRAT VERIFIED
792	0	11	1	2	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.201686	residual subset and fresh DRAT VERIFIED
793	0	11	1	3	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.224476	residual subset and fresh DRAT VERIFIED
794	0	11	1	4	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.191042	residual subset and fresh DRAT VERIFIED
795	0	11	1	5	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.239393	residual subset and fresh DRAT VERIFIED
796	0	11	1	6	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.230921	residual subset and fresh DRAT VERIFIED
803	0	11	2	3	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.225108	residual subset and fresh DRAT VERIFIED
804	0	11	2	4	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.190311	residual subset and fresh DRAT VERIFIED
805	0	11	2	5	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.216061	residual subset and fresh DRAT VERIFIED
806	0	11	2	6	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.225848	residual subset and fresh DRAT VERIFIED
813	0	11	3	4	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.201448	residual subset and fresh DRAT VERIFIED
814	0	11	3	5	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.210606	residual subset and fresh DRAT VERIFIED
815	0	11	3	6	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.249094	residual subset and fresh DRAT VERIFIED
822	0	11	4	5	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.200196	residual subset and fresh DRAT VERIFIED
823	0	11	4	6	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.229164	residual subset and fresh DRAT VERIFIED
830	0	11	5	6	CERTIFIED	15	0	050a34d7259f5b1f20849fba8ea7ea3c6d3afb4689a9e52e95fd847305bb0b1f	112485a3f303867a4141849a71ccde2c5ba1121b62fa4add3a1f06bedabba84d	0.219240	residual subset and fresh DRAT VERIFIED
858	0	12	0	1	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.195934	residual subset and fresh DRAT VERIFIED
859	0	12	0	2	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.200382	residual subset and fresh DRAT VERIFIED
860	0	12	0	3	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.207005	residual subset and fresh DRAT VERIFIED
861	0	12	0	4	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.196755	residual subset and fresh DRAT VERIFIED
862	0	12	0	5	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.193591	residual subset and fresh DRAT VERIFIED
863	0	12	0	6	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.217607	residual subset and fresh DRAT VERIFIED
870	0	12	1	2	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.192218	residual subset and fresh DRAT VERIFIED
871	0	12	1	3	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.225551	residual subset and fresh DRAT VERIFIED
872	0	12	1	4	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.189888	residual subset and fresh DRAT VERIFIED
873	0	12	1	5	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.189575	residual subset and fresh DRAT VERIFIED
874	0	12	1	6	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.194399	residual subset and fresh DRAT VERIFIED
881	0	12	2	3	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.242166	residual subset and fresh DRAT VERIFIED
882	0	12	2	4	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.219314	residual subset and fresh DRAT VERIFIED
883	0	12	2	5	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.208339	residual subset and fresh DRAT VERIFIED
884	0	12	2	6	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.208990	residual subset and fresh DRAT VERIFIED
891	0	12	3	4	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.202080	residual subset and fresh DRAT VERIFIED
892	0	12	3	5	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.215933	residual subset and fresh DRAT VERIFIED
893	0	12	3	6	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.210488	residual subset and fresh DRAT VERIFIED
900	0	12	4	5	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.227736	residual subset and fresh DRAT VERIFIED
901	0	12	4	6	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.223418	residual subset and fresh DRAT VERIFIED
908	0	12	5	6	CERTIFIED	22	0	b2bc2af99b143f6c351259a26cd4d042bf834b2f45b4e8f86026341094d8d642	8a92646c8a5efab2e53e15ed12cbe8186c8affc97a8f6d4c5e5e5a1ac1172ae5	0.219399	residual subset and fresh DRAT VERIFIED
947	1	2	0	12	CERTIFIED	47	2	6bbf009428fbfe451513df5e944790c9e5108d03204fe98ff730be45e50cf9e4	1c2a05939c2d76935cabf9b6d3ec1e848171e08273f635087286c246136906ec	0.207434	residual subset and fresh DRAT VERIFIED
958	1	2	1	12	CERTIFIED	51	2	97f1af2899f1faa83c5c4531bd3147c67acd7a3d47bb2cdb6ca5b131c7a0c1cd	1f740b909c67788eda78e4d68ba4710d6d3d8fc3844bdf68726f2d70b7622355	0.251336	residual subset and fresh DRAT VERIFIED
968	1	2	2	12	CERTIFIED	27	1	a7f9b4dc1d29a5fd5cc805ad3b946f78d4222753e1035b9e31c414d6301b3a58	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.181640	residual subset and fresh DRAT VERIFIED
977	1	2	3	12	CERTIFIED	27	1	69ac27939abc86f700d79776d172a19dbc8a64a1a0f576c18a826d97db60d8c0	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.208480	residual subset and fresh DRAT VERIFIED
984	1	2	4	11	CERTIFIED	50	2	1051b5c8154a8e76e5f34cdd722d0e9eb63882db1696e5ca14b56c236abf7cc5	68d4a702f9702e35f09355968ce14e6d38595c1f9500780e61b564b26430df6a	0.218402	residual subset and fresh DRAT VERIFIED
985	1	2	4	12	CERTIFIED	27	1	e2784bc3d4c94b243a12d42657ef83ae04522961be7994e04e9165a5837f51ea	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.228781	residual subset and fresh DRAT VERIFIED
992	1	2	5	12	CERTIFIED	27	1	0790be4785a9aab82ed762e13afbe71009bf88cbb94c6ffba448bf8b3b5761e3	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.219215	residual subset and fresh DRAT VERIFIED
998	1	2	6	12	CERTIFIED	27	1	c6e862331a51327a64d35f30aeb34d1d3061b6f4dbaeb1b9ccd49015b62bc132	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.225065	residual subset and fresh DRAT VERIFIED
1002	1	2	7	11	CERTIFIED	50	2	0c80ce0c8c4a7d7d723df20ce0adf467f60719759fd9c587ba96e3cd5d7ae007	68d4a702f9702e35f09355968ce14e6d38595c1f9500780e61b564b26430df6a	0.231742	residual subset and fresh DRAT VERIFIED
1003	1	2	7	12	CERTIFIED	27	1	807551cfca2ae3ce3c21b85a144dcb640c9a679953939ce4cc33437060090a53	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.222169	residual subset and fresh DRAT VERIFIED
1006	1	2	8	11	CERTIFIED	50	2	93dead8f951b9dcf26070cd03f2ebfa5fb78a649cdf6baba5b7f33004dc60442	68d4a702f9702e35f09355968ce14e6d38595c1f9500780e61b564b26430df6a	0.226637	residual subset and fresh DRAT VERIFIED
1007	1	2	8	12	CERTIFIED	52	2	e5ce136c2ad4990972f8c27aeb6f8ed1b0073fd8e815f08a70a366286fea9bd3	68d4a702f9702e35f09355968ce14e6d38595c1f9500780e61b564b26430df6a	0.229303	residual subset and fresh DRAT VERIFIED
1010	1	2	9	12	CERTIFIED	27	1	ead86d3f3525958726cc7b8f50b8c30aec77fb62e38abae4fd862efa93b66592	a13521d1a6432d6833c0e9d96c85ce97c901fb7f73a0570f6fd5b47dea4c7bd6	0.217883	residual subset and fresh DRAT VERIFIED
1012	1	2	10	12	CERTIFIED	50	2	5008a39c7beffb72a493f6ba994f391b7653dc43bfa6d547e31678bd1e0df412	68d4a702f9702e35f09355968ce14e6d38595c1f9500780e61b564b26430df6a	0.210989	residual subset and fresh DRAT VERIFIED
1013	1	2	11	12	CERTIFIED	52	2	2bf957475973e83f377b05d75afbf19bf0acaa41234983c24fa72ecca9c5808e	68d4a702f9702e35f09355968ce14e6d38595c1f9500780e61b564b26430df6a	0.188860	residual subset and fresh DRAT VERIFIED
1098	1	4	0	7	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.207476	residual subset and fresh DRAT VERIFIED
1109	1	4	1	7	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.212517	residual subset and fresh DRAT VERIFIED
1119	1	4	2	7	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.205486	residual subset and fresh DRAT VERIFIED
1128	1	4	3	7	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.182087	residual subset and fresh DRAT VERIFIED
1136	1	4	4	7	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.209513	residual subset and fresh DRAT VERIFIED
1143	1	4	5	7	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.199605	residual subset and fresh DRAT VERIFIED
1155	1	4	7	8	CERTIFIED	29	0	973071721c0a5516086118e288e2ead67b7daff57921f2e902d3f6c1db407996	e286c00c7bb668957bd30032bd30eb16fe6c6e2588fffbc18d17d3da1644c27a	0.208095	residual subset and fresh DRAT VERIFIED
