x	y	r	h	numerator	denominator
1	9	13	12	-17325	256
1	10	0	0	7770485	62208
1	10	0	2	-1663615135	3981312
1	10	1	0	694955	31104
1	10	2	0	-6819175	93312
1	10	2	2	87236915	62208
1	10	2	4	-3012525685	1327104
1	10	3	0	-59825	1944
1	10	3	2	2958665	15552
1	10	4	0	-174565	3888
1	10	4	2	-15112025	15552
1	10	4	4	21472025	3456
1	10	4	6	-3655701595	442368
1	10	5	0	-178565	11664
1	10	5	2	-30545	96
1	10	5	4	17842295	10368
1	10	6	0	158675	15552
1	10	6	2	20995	324
1	10	6	4	-17108305	5184
1	10	6	6	53783795	3456
1	10	6	8	-1756362275	147456
1	10	7	0	430	81
1	10	7	2	-41045	1944
1	10	7	4	-206575	162
1	10	7	6	831665	864
1	10	8	0	-265	1458
1	10	8	2	-2338145	15552
1	10	8	4	372095	648
1	10	8	6	-226975	27
1	10	8	8	4468835	256
1	10	8	10	-250276575	16384
1	10	9	2	25925	972
1	10	9	4	327385	324
1	10	9	6	-718225	432
1	10	9	8	8921575	1152
1	10	10	2	-380	81
1	10	10	4	-1108765	5184
1	10	10	6	-41725	36
1	10	10	8	-462805	384
1	10	10	10	-258275	256
1	10	10	12	38423385	16384
1	10	11	4	6415	162
1	10	11	6	55025	216
1	10	11	8	16555	24
1	10	11	10	-109225	64
1	10	12	4	-85	54
1	10	12	6	-4025	64
1	10	12	8	5075	48
1	10	12	10	18375	64
1	10	12	14	-2117115	16384
1	10	13	6	25	12
1	10	13	8	-175	16
1	10	13	10	-1575	32
1	10	13	12	7425	128
1	11	0	0	-40510	729
1	11	0	2	561311155	3981312
1	11	1	0	-939745	82944
1	11	2	0	6105065	93312
1	11	2	2	-3585325	5184
1	11	2	4	121992565	147456
1	11	3	0	1378175	46656
1	11	3	2	-11715425	124416
1	11	4	0	142355	3888
1	11	4	2	12377215	15552
1	11	4	4	-473585	144
1	11	4	6	1460045095	442368
1	11	5	0	367555	46656
1	11	5	2	1390325	5184
1	11	5	4	-80717875	82944
1	11	6	0	-1299985	46656
1	11	6	2	-46735	486
1	11	6	4	15121985	5184
1	11	6	6	-7555505	864
1	11	6	8	744965155	147456
1	11	7	0	-42565	2916
1	11	7	2	32075	1296
1	11	7	4	3534595	2592
1	11	7	6	-4176715	6912
1	11	8	0	-2335	1458
1	11	8	2	1784645	15552
1	11	8	4	-713065	648
1	11	8	6	1815695	288
1	11	8	8	-490375	48
1	11	8	10	111663235	16384
1	11	9	0	-355	486
1	11	9	2	-34625	1944
1	11	9	4	-2595295	2592
1	11	9	6	1818935	864
1	11	9	8	-43989055	9216
1	11	10	2	3305	243
